,info,sold_at,status,limit_price,nr
17,Bewaldete Fläche Flurstück 18 28876 Oyten,"3.000,00",Verkauft,"1.000,00",N20-04-045
18,Bewaldete Flächen Flurstücke 5 und 14 28876 Oyten,"8.500,00",Verkauft,"1.100,00",N20-04-046
19,Waldgrundstück 27299 Flecken Langwedel,"3.000,00",Verkauft,"3.000,00",N20-04-047
,info,sold_at,status,limit_price,nr
0,Grundstück Flurstück 73/12 19089 Zapel,"26.000,00",Verkauft,"3.000,00",N20-04-049
1,Grundstück 19230 Warlitz,"1.200,00",Verkauft,"1.200,00",N20-04-050
2,"Grundstück Sportlerstraße, neben/hinter Nr. 4 19300 Möllenbeck","16.000,00",Verkauft,"2.600,00",N20-04-052
3,Grundstück hinter Testorfer Straße 12 23936 Upahl,"11.500,00",Verkauft,"5.000,00",N20-04-053
4,Eigentumswohnung Brunnenstraße 9 17424 Seebad Heringsdorf/ Insel Usedom,"406.000,00",Verkauft,"399.000,00",N20-04-054
5,Wohn- und Geschäftshaus Gingster Straße 25 18573 Samtens/ Insel Rügen,"132.000,00",Verkauft,"29.000,00",N20-04-055
6,Grundstück zwischen Straße und Ferienhaus Nr. 7 18586 Lancken-Granitz/ Insel Rügen,"4.000,00",Verkauft,"1.300,00",N20-04-056
7,Grundstück Am Kreidebruch 18546 Sassnitz/ Insel Rügen,"26.000,00",Verkauft,"1.500,00",N20-04-057
8,Konversionsfläche Liegnitzer Straße/ Gleiwitzer Straße 25551 Hohenlockstedt,"350.000,00",Verkauft,"29.000,00",N20-03-001
9,Pferdekoppel/ Wald Liegnitzer Straße 25551 Hohenlockstedt,"71.000,00",Verkauft,"12.000,00",N20-03-002
10,Acker und Grünland 23970 Benz,"22.000,00",Verkauft,"20.000,00",N20-03-003
11,Grundstück 23972 Dorf Mecklenburg,"4.500,00",Verkauft,"3.500,00",N20-03-004
12,Grundstück 19417 Warin,"8.500,00",Verkauft,"2.800,00",N20-03-005
13,Grundstück ggü. Tunnelring 4 19417 Bibow,"2.500,00",Verkauft,"800,00",N20-03-006
14,Grundstücke Golchener Weg 19412 Brüel,"300,00",Verkauft,"300,00",N20-03-007
15,Ehem. Gaststätte und Gartengrundstück Lindenstraße 3 19288 Göhlen,"15.000,00",Verkauft,"15.000,00",N20-03-008
16,Grundstück 19288 Göhlen,"800,00",Verkauft,"800,00",N20-03-009
17,Grundstück An der Bungalowsiedlung Twietfort 19395 Ganzlin,"13.000,00",Verkauft,"12.500,00",N20-03-010
18,Grundstück 19386 Passow,"15.500,00",Verkauft,"3.000,00",N20-03-011
19,Grundstück 19357 Brunow,"5.000,00",Verkauft,"600,00",N20-03-012
,info,sold_at,status,limit_price,nr
0,Grundstücke Domsühler Straße 19374 Domsühl,"20.500,00",Verkauft,"2.500,00",N20-03-013
1,MEA an Grundstücken 19306 Blievenstorf,"6.000,00",Verkauft,"1.200,00",N20-03-014
2,Grundstück Gerader Weg / Gutshausallee 19249 Lübtheen,"32.000,00",Verkauft,"5.800,00",N20-03-015
3,Grundstück Agnes-Karll-Straße 19205 Gadebusch,"51.000,00",Verkauft,"600,00",N20-03-016
4,Grundstück ggü. Söringstraße 2 d 19230 Hagenow,"6.500,00",Verkauft,"1.500,00",N20-03-017
5,Grundstück 19230 Hagenow,"11.000,00",Verkauft,"7.800,00",N20-03-018
6,Grundstück 19230 Hagenow,"28.500,00",Verkauft,"4.800,00",N20-03-019
7,"Grundstück Dorfstraße, neben und hinter Nr. 10a 19205 Mühlen Eichsen","13.500,00",Verkauft,"3.000,00",N20-03-020
8,"Grundstück Am Wiesengrund, gegenüber Nr. 10 18299 Laage","7.000,00",Verkauft,"800,00",N20-03-021
9,Ehemaliges Wohnhaus/ Schützenhaus Vor dem Rühner Tor 2 18246 Bützow,"50.000,00",Verkauft,"29.000,00",N20-03-022
10,"Grünflächen 18239 Satow, Klein Bölkow, Groß Bölkow und Jürgenshagen","6.000,00",Verkauft,"600,00",N20-03-023
11,Werkstatt- und Bürogebäude 17153 Stavenhagen,"37.000,00",Verkauft,"19.000,00",N20-03-024
12,Werkstatt-/Bürogebäude 17153 Stavenhagen,"46.000,00",Verkauft,"16.000,00",N20-03-025
13,Gartengrundstück Am Leuschentiner Weg 17139 Malchin,"2.500,00",Verkauft,"500,00",N20-03-027
14,Grundstück ggü. Dorfstraße 15 17139 Malchin,"47.000,00",Verkauft,"9.000,00",N20-03-028
15,Grundstück Pisede 3 b 17139 Malchin,"13.500,00",Verkauft,"3.500,00",N20-03-029
16,Gartengrundstück ggü. Fuhrtsberg 67 17139 Malchin,"3.000,00",Verkauft,"2.500,00",N20-03-030
17,Landwirtschaftliche Flächen Theisbrügger Straße 21706 Drochtersen,"385.000,00",Verkauft,"385.000,00",N20-03-032
18,Grundstück 18196 Dummerstorf,"14.000,00",Verkauft,"5.500,00",N20-03-033
19,Grundstück zw. Nr. 7 und 9 18195 Thelkow,"17.500,00",Verkauft,"3.500,00",N20-03-034
,info,sold_at,status,limit_price,nr
0,"Grundstück Am Park, neben Nr. 6 und 7 18195 Gnewitz","7.000,00",Verkauft,"1.200,00",N20-03-035
1,"Mehrzweckgebäude Zur Peene, gegenüber Nr. 17 17121 Loitz","50.000,00",Verkauft,"7.500,00",N20-03-037
2,Wirtschaftsgebäude 17129 Daberkow,"27.500,00",Verkauft,"5.500,00",N20-03-038
3,Grundstück 17089 Siedenbollentin,"7.000,00",Verkauft,"1.800,00",N20-03-039
4,Grundstück Forstweg hinter Nr. 1-7 17159 Dargun,"10.000,00",Verkauft,"2.500,00",N20-03-040
5,Grundstück Reiherweg 17109 Demmin,"52.000,00",Verkauft,"7.800,00",N20-03-041
6,Grundstück 17168 Jördenstorf,"10.500,00",Verkauft,"3.500,00",N20-03-042
7,Grundstück Rosenstraße 7 17168 Schwasdorf,"30.000,00",Verkauft,"4.800,00",N20-03-043
8,Grundstück 18292 Krakow am See,"15.500,00",Verkauft,"2.800,00",N20-03-044
9,Bauerwartungsland Stralsunder Straße 17489 Universitäts- und Hansestadt Greifswald,"1.800.000,00",Verkauft,"1.800.000,00",N20-03-045
10,"Grundstück Peenestraße, hinter Nr. 23 17506 Bandelin","2.500,00",Verkauft,"1.200,00",N20-03-046
11,"Grundstück Schmatziner Weg, hi. Nr. 6 17506 Gützkow","2.500,00",Verkauft,"800,00",N20-03-047
12,Eigentumswohnung Nr. 25 Hinrichsfelder Straße 16 a 17139 Gielow,"5.000,00",Verkauft,"2.500,00",N20-03-049
13,Eigentumswohnung Nr. 16 Hinrichsfelder Straße 16 a 17139 Gielow,"4.000,00",Verkauft,"2.500,00",N20-03-050
14,Eigentumswohnung Nr. 13 Hinrichsfelder Straße 16 c 17139 Gielow,"3.500,00",Verkauft,"2.500,00",N20-03-051
15,Grundstück Dorfstraße gegenüber Nr. 19 17179 Walkendorf,"5.000,00",Verkauft,"5.000,00",N20-03-052
16,Grundstück Dorfstraße gegenüber Nr. 47/47a 17179 Walkendorf,"12.000,00",Verkauft,"1.800,00",N20-03-053
17,Mehrfamilienhaus Klein Nieköhr 9 a 17179 Behren-Lübchin,"34.000,00",Verkauft,"19.000,00",N20-03-054
18,Grundstück 17179 Behren-Lübchin,"4.000,00",Verkauft,"500,00",N20-03-055
19,Waldstreifen an der L 321 17358 Torgelow-Drögeheide,"1.000,00",Nachverkauft,"1.500,00",N20-03-056
,info,sold_at,status,limit_price,nr
0,Grünflächen Am Palmberg 23923 Schönberg,"8.500,00",Nachverkauft,"7.800,00",N20-03-057
1,Grundstück 17406 Usedom/ Insel Usedom,"15.000,00",Verkauft,"2.000,00",N20-03-058
2,Erholungsgrundstück Am Pussik 4a 18374 Ostseeheilbad Zingst,"56.000,00",Verkauft,"4.500,00",N20-03-059
3,Baugrundstück 18516 Süderholz,"31.000,00",Verkauft,"2.500,00",N20-03-060
4,Grundstück 18574 Garz,"22.000,00",Verkauft,"2.500,00",N20-03-061
5,Grundstück an der L 29 18573 Altefähr/Insel Rügen,"2.500,00",Verkauft,"1.100,00",N20-03-062
6,Unbebautes Grundstück ggü. Zum Höft 3 A / 3 B 18586 Gager/Insel Rügen,"153.000,00",Verkauft,"25.000,00",N20-03-063
7,Grundstück mit Fremdbebauung hinter Zum Höft 3 18586 Gager/ Insel Rügen,"20.500,00",Verkauft,"5.000,00",N20-03-064
8,vermietete Gewerbeeinheit Nr. 03 Regensburger Straße 16 10777 Berlin,"162.000,00",Verkauft,"89.000,00",D21-04-001
9,Denkmalgeschütztes Mehrfamilienhaus im beliebten Szene-Bezirk Kreuzberg Neuenburger Straße 17 a 10969 Berlin-Kreuzberg,"2.040.000,00",Verkauft,"1.495.000,00",D21-04-002
10,"Villa ""Lindenberg"" Humboldtstraße 38 14193 Berlin-Charlottenburg-Wilmersdorf","3.510.000,00",Verkauft,"3.500.000,00",D21-04-004
11,Kfz-Tiefgaragenstellplatz Nr. 60 Paulsborner Straße 56-59 14193 Berlin,"19.500,00",Verkauft,"9.900,00",D21-04-005
12,Kfz-Tiefgaragenstellplatz Nr. 61 Paulsborner Straße 56-59 14193 Berlin,"18.500,00",Verkauft,"9.900,00",D21-04-006
13,Wassergrundstück am Wattenmeer 25980 Sylt,"26.000,00",Verkauft,"18.000,00",D21-04-007
14,Ruhige 3-Zimmer ETW mit Süd-Westbalkon Gartenstraße 2 d 25980 Sylt,"560.000,00",Nachverkauft,"565.000,00",D21-04-008
15,Ehemaliges Waldlager Heidwinkel (Campingplatz) bei Wolfsburg Heidwinkel 14 38368 Grasleben,"305.000,00",Verkauft,"35.000,00",D21-04-009
16,Kleingartenparzellen mit Aufbauten Am Kreisbahnhof 17335 Strasburg,"13.000,00",Verkauft,"6.000,00",D21-04-010
17,Grundstück mit ehemaligem Stellwerk Reinstorfer Straße 23992 Neukloster,"20.500,00",Verkauft,"6.000,00",D21-04-011
18,Ehemaliges Gutshaus Züsedom An der Feuerwehr 2 17309 Rollwitz,"45.000,00",Verkauft,"3.000,00",D21-04-012
19,Leerstehendes Wohn- und Geschäftshaus im Gründerzeitstil (zentrale Ortslage) August-Bebel-Straße 14 07973 Greiz,"66.000,00",Verkauft,"45.000,00",D21-04-014
,info,sold_at,status,limit_price,nr
0,Wohn-/Geschäftshaus Werdauer Straße 4 07973 Greiz,"49.000,00",Verkauft,"49.000,00",D21-04-015
1,Idyllische Elbwiese 01814 Bad Schandau,"10.000,00",Verkauft,"10.000,00",D21-04-017
2,"Grundstück, bebaut mit einem denkmalgeschützten Altbau Obere Dorfstraße 4 02747 Herrnhut","30.500,00",Verkauft,"5.000,00",D21-04-018
3,Wohn-/Geschäftshaus südlich von Chemnitz Einsiedler Hauptstraße 51 09123 Chemnitz,"63.000,00",Verkauft,"19.000,00",D21-04-019
4,Wohn-/Geschäftshaus Karlsbader Straße 27 08289 Schneeberg,"275.000,00",Verkauft,"250.000,00",D21-04-020
5,"Altbau am idyllischen Dorfbach ""Tännichtbach"" Mörnerstraße 69 09629 Reinsberg","14.000,00",Verkauft,"14.000,00",D21-04-021
6,"Denkmalgeschütztes, leerstehendes Wohn- und Geschäftshaus sowie Garagengebäude Kirchstraße 23 39387 Oschersleben (Bode)","28.500,00",Verkauft,"5.000,00",D21-04-022
7,Ehemaliges Bürohaus Straße der Elektronik 6 39418 Staßfurt,"594.000,00",Verkauft,"45.000,00",D21-04-023
8,Vermietetes Mehrfamilienhaus Schützenstraße 22 06712 Zeitz/Elster,"252.000,00",Verkauft,"175.000,00",D21-04-025
9,Wald- und Wasserfläche nahe der örtlichen Wohnbebauung Wasserstadt 06369 Köthen (Anhalt),"19.000,00",Verkauft,"19.000,00",D21-04-026
10,Zweigeteilte Waldfläche Hohsdorfer Weg 06369 Köthen (Anhalt),"29.000,00",Verkauft,"29.000,00",D21-04-027
11,Zweigeteilte Waldfläche An der L 136 06369 Köthen (Anhalt),"29.000,00",Verkauft,"29.000,00",D21-04-028
12,2 nicht zusammenliegende Waldflächen 06369 Köthen (Anhalt),"29.000,00",Verkauft,"29.000,00",D21-04-029
13,"4,5 ha Ackerland (Ackerzahl 60) und Gehölzflächen Gütersee Weg 06366 Köthen/Anhalt","90.000,00",Verkauft,"49.000,00",D21-04-030
14,Große Acker- und Grünlandflächen im Landkreis Mansfeld-Südharz 06542 Allstedt,"40.000,00",Verkauft,"40.000,00",D21-04-031
15,"15,6 ha Acker- und Grünland im Landkreis Börde 39397 Kroppenstedt","176.000,00",Verkauft,"59.000,00",D21-04-032
16,Unbebaute Grundstücke im B-Plan an der B 189 bei Magdeburg (Bördekreis) B 189 39179 Barleben,"17.000,00",Verkauft,"17.000,00",D21-04-033
17,Mehrfamilienhaus in Ortszentrum Breite Straße 4 39517 Tangerhütte,"30.000,00",Verkauft,"30.000,00",D21-04-034
18,Eckgrundstück mit Aufbauten Meinhardtsweg 13 / Ecke Heinegasse 15834 Rangsdorf,"310.000,00",Verkauft,"130.000,00",D21-04-035
19,"Einfamilienhaus - Grundstück mit eigenem Hafen, Wasserfläche am Havelarm und Bootssteg Ulmenallee 3 14669 Ketzin/Havel","675.000,00",Verkauft,"675.000,00",D21-04-036
,info,sold_at,status,limit_price,nr
0,Wohn-/Geschäftshaus nahe Zeuthener See Goethestraße 22 15738 Zeuthen,"1.400.000,00",Verkauft,"850.000,00",D21-04-037
1,Grundstück an den Golfplatz Prenden angrenzend Am Golfplatz 16348 Wandlitz,"104.000,00",Verkauft,"65.000,00",D21-04-039
2,Landwirtschaftsflächen/Bauerwartungsland am Berliner Stadtrand Friedhofsweg 16356 Ahrensfelde (bei Berlin),"695.000,00",Verkauft,"695.000,00",D21-04-040
3,"Naturnahes Bau- und Waldgrundstück in zentraler Lage Eberswalder Straße 30, 31, 32 16259 Bad Freienwalde (Oder)","82.000,00",Verkauft,"80.000,00",D21-04-041
4,"Ehemalige Polizeiwache / Villa ""Quandt"" Röbeler Straße 18 16909 Wittstock/Dosse","228.000,00",Verkauft,"220.000,00",D21-04-043
5,Zweifamilienwohnhaus / Villa Am Park 1 19336 Bad Wilsnack,"198.000,00",Verkauft,"198.000,00",D21-04-044
6,Entwicklungsobjekt Forstweg 13 01987 Schwarzheide,"96.000,00",Verkauft,"95.000,00",D21-04-045
7,Reihenendhaus mit Nebengelass und ggf. Baulandreserve Hüttenweg 1 04931 Bad Liebenwerda,"31.000,00",Verkauft,"15.000,00",D21-04-046
8,Grundstück mit Fremdüberbauung (Lagerhalle) innerhalb des Industriegebietes „Spremberg-Ost“ Schlosserstraße 03130 Spremberg,"6.000,00",Verkauft,"6.000,00",D21-04-047
9,Vertragsfreies Baugrundstück Wehrinselstraße 03149 Forst (Lausitz),"19.000,00",Verkauft,"19.000,00",D21-04-048
10,Werkstatt- und Bürogebäude Karl-Marx-Straße 15328 Küstrin-Kietz,"13.500,00",Verkauft,"3.500,00",D21-04-049
11,Waldgrundstück / gemischte Wohnbaufläche Trappenweg / B96 (Machnower Chaussee) 15806 Zossen,"83.000,00",Verkauft,"42.000,00",D21-04-050
12,Waldgrundstück mit Restbebauung Försterweg 15746 Groß Köris,"33.500,00",Verkauft,"2.500,00",D21-04-051
13,Erholungsgrundstück mit Wochenendbungalow nahe der Dahme Am Wald 12 15754 Heidesee,"90.000,00",Verkauft,"38.000,00",D21-04-052
14,"Verpachtetes Erholungsgrundstück mit Aufbauten Eulenweg 9,10,11 14712 Rathenow","218.000,00",Verkauft,"120.000,00",D21-04-053
15,Leerstehende Doppelhaushälfte in gesuchter Wohnlage Windenweg 43 B 12357 Berlin-Neukölln,"302.000,00",Verkauft,"295.000,00",D21-03-001
16,"Sanierte, bezugsfreie Erdgeschoss-Eigentumswohnung im Szenebezirk Neukölln Silbersteinstraße 15 12051 Berlin","159.000,00",Verkauft,"159.000,00",D21-03-002
17,Freistehendes Wohn-/Gewerbeobjekt unweit der Dahme Friedrich-Wolf-Straße 16 a 12527 Berlin-Köpenick,"565.000,00",Verkauft,"565.000,00",D21-03-006
18,Wassernahes Erholungsgrundstück mit kleiner Laube Werderstraße 51 13587 Berlin-Spandau,"47.000,00",Verkauft,"10.000,00",D21-03-007
19,Waldfläche nahe Flughafensee Allée St. Exupéry neben Nr. 45 13405 Berlin-Reinickendorf,"76.000,00",Verkauft,"15.000,00",D21-03-008
,info,sold_at,status,limit_price,nr
0,1-Zimmer-Appartement mit Südbalkon Seestraße 92 83209 Prien am Chiemsee,"187.000,00",Verkauft,"165.000,00",D21-03-009
1,Idyllische Landwirtschaftsfläche unweit des Nössedeich Stiins-Meri 25980 Sylt,"179.000,00",Verkauft,"179.000,00",D21-03-010
2,5 überwiegend vermietete Mehrfamilienhäuser (Wohnblöcke) Gehrener Straße 7-11 17099 Galenbeck,"515.000,00",Verkauft,"425.000,00",D21-03-011
3,"Mehrfamilienhaus unweit der Müritz Hofseestraße 2, 2 a 17219 Möllenhagen","72.000,00",Verkauft,"60.000,00",D21-03-012
4,Mehrfamilienhaus in Betonfertigteilplattenbauweise mit 14 Wohnungen Arndtstraße 1-2 17121 Sassen-Trantow,"70.000,00",Verkauft,"60.000,00",D21-03-013
5,"Acker, Grünland und Wald nahe dem Treptowsee gelegen 19376 Siggelkow","151.000,00",Verkauft,"120.000,00",D21-03-014
6,Ferien-/Wochenendgrundstück am Großen Jasmunder Bodden Dorfstraße 18551 Glowe,"257.000,00",Verkauft,"75.000,00",D21-03-015
7,Baugrundstück Rosenthaler Weg 20 18292 Kuchelmiß,"28.000,00",Verkauft,"16.000,00",D21-03-016
8,Waldgrundstück nahe dem Großer Fürstenberger See Am Lugberg 17235 Neustrelitz,"86.000,00",Verkauft,"6.000,00",D21-03-017
9,Speicher Teterower Straße 2 17179 Gnoien,"12.500,00",Verkauft,"3.500,00",D21-03-018
10,Leerstehendes Einfamilienhaus mit Nebengebäude An den Höfen 1 37627 Heinade,"29.000,00",Verkauft,"29.000,00",D21-03-020
11,Wohn- und Geschäftshaus und ein Dreifamilienhaus Lange Straße 69 31840 Hessisch Oldendorf,"125.000,00",Verkauft,"125.000,00",D21-03-023
12,Gewerbeobjekt nahe der Schweizer Grenze Am Güterbahnhof 15 79771 Klettgau,"625.000,00",Verkauft,"495.000,00",D21-03-024
13,Gebäude der ehemaligen Feuerwehrwache in exponierter City-Altstadt-Lage Ernst-Reuter-Allee 42 39104 Magdeburg,"1.950.000,00",Verkauft,"1.950.000,00",D21-03-026
14,Denkmalgeschütztes Mehrfamilienhaus Kirchstraße 10 39397 Gröningen,"98.000,00",Verkauft,"89.000,00",D21-03-029
15,überwiegend leerstehendes Mehrfamilienhaus Dorfstraße 14 06343 Mansfeld Südharz,"36.000,00",Verkauft,"15.000,00",D21-03-030
16,überwiegend vermietetes Mehrfamilienhaus Poststraße 3 06343 Mansfeld Südharz,"60.000,00",Verkauft,"25.000,00",D21-03-031
17,"Ehemaliges Hospiz St. Julian Am Unterfeld 1, Stift St. Julian 06526 Sangerhausen","19.000,00",Verkauft,"9.000,00",D21-03-032
18,Grundstück mit Teil eines Scheunengebäudes Pomnitzer Straße 06628 Naumburg (Saale),"17.000,00",Verkauft,"3.000,00",D21-03-033
19,Leerstehendes Gewerbeobjekt mit Entwicklungspotential An der Hauptstraße 06193 Wettin-Löbejün,"19.000,00",Verkauft,"15.000,00",D21-03-034
,info,sold_at,status,limit_price,nr
0,Wohn- und Geschäftshaus Ernst-Thälmann-Straße 6 06249 Mücheln (Geiseltal),"16.000,00",Verkauft,"10.500,00",D21-03-035
1,Dreiseitenhof im Harz Am Markt 6 38836 Huy,"50.000,00",Verkauft,"25.000,00",D21-03-036
2,Vertragsfreies Baugrundstück am Bach Ziethe gelegen Dorfstraße 06386 Südliches Anhalt,"9.500,00",Verkauft,"4.000,00",D21-03-038
3,Landwirtschaftliche Flächen (Acker- und Grünland) 06406 Bernburg (Saale),"111.000,00",Verkauft,"110.000,00",D21-03-040
4,Ackerland in der Nähe vom Muldestausee Am Graben Brösaer Holz 06774 Muldestausee,"43.000,00",Verkauft,"20.000,00",D21-03-041
5,"4,8 ha Grünland im Landschaftsschutzgebiet Am Sportplatz 06618 Mertendorf","19.000,00",Verkauft,"19.000,00",D21-03-042
6,"Unbebaute Grundstücke im ""Industriegebiet Obernessa"" mit Anschlussgleis / Verladerampe Elmeweg 06682 Teuchern","49.000,00",Verkauft,"49.000,00",D21-03-043
7,"6,6 ha Landwirtschaftsfläche (Ackerzahl 60) 06682 Teuchern","187.000,00",Verkauft,"75.000,00",D21-03-044
8,Baulücke in aufstrebender Wohnlage Leipzigs (ehemals mit MFH bebaut) Edlichstraße 5 04315 Leipzig,"264.000,00",Verkauft,"175.000,00",D21-03-045
9,Attraktives Mehrfamilienhaus mit herrlichem Elbblick Dresdner Straße 78 01662 Meißen/Sachs.,"578.000,00",Verkauft,"525.000,00",D21-03-047
10,Historisches Umgebindehaus Reichenstraße 1 02733 Cunewalde,"7.000,00",Verkauft,"7.000,00",D21-03-049
11,Baugrundstück nahe der Landeshauptstadt Dresden (Landkreis Meißen) Am Hang 01612 Nünchritz,"10.000,00",Verkauft,"10.000,00",D21-03-050
12,"Merhfamilienhaus Langenauer Straße 12, 14 09326 Geringswalde","100.000,00",Verkauft,"80.000,00",D21-03-052
13,Mehrfamilienhaus Zittauer Straße 21 02788 Zittau,"22.500,00",Verkauft,"22.500,00",D21-03-053
14,Baugrundstück als Eckgrundstück Mauerstraße 18 08371 Glauchau,"14.000,00",Verkauft,"5.000,00",D21-03-054
15,"Eigentumswohnung, WE-Nr. 7, Garage G 15 Friedrich-Engels-Straße 55 a 08058 Zwickau","70.000,00",Verkauft,"65.000,00",D21-03-056
16,Attraktives Mehrfamilieneckhaus August-Bebel-Straße 44 08223 Falkenstein/Vogtland,"86.000,00",Verkauft,"85.000,00",D21-03-057
17,Mehrfamilienhaus in Innenstadtlage Ellefelder Straße 20 08223 Falkenstein/Vogtland,"60.000,00",Verkauft,"18.000,00",D21-03-058
18,"Wohnhaus an der Schlema im Heilbad ""Bad Schlema"" Bachweg 2 08301 Aue-Bad Schlema","10.000,00",Verkauft,"10.000,00",D21-03-059
19,Demontagebetrieb für Fahrzeuge mit angebundener Kfz-Werkstatt sowie Pensionsbereich - bezugsfreie Übergabe Gewerbeparkstraße 15 03099 Kolkwitz,"650.000,00",Verkauft,"650.000,00",D21-03-062
,info,sold_at,status,limit_price,nr
0,drei unbebaute Flurstücke im Innenstadtbereich Görlitzer Straße 03050 Cottbus,"64.000,00",Verkauft,"25.000,00",D21-03-063
1,Derzeit Grünland (teilweise Bauerwartungsland) Dorfstraße 03130 Jämlitz-Klein Düben,"14.000,00",Verkauft,"14.000,00",D21-03-065
2,Derzeit Grünland (Bauerwartungsland) Jämlitzer Weg 03130 Jämlitz-Klein Düben,"6.000,00",Verkauft,"1.000,00",D21-03-066
3,Landwirtschaftsfläche/Acker (teilweise Bauerwartungsland) Muskauer Straße (B 156) 03130 Tschernitz,"23.000,00",Verkauft,"15.000,00",D21-03-067
4,"Waldflächen, Unland und Landwirtschaftsflächen Nahe der Siedlungsstraße / Östlich der Siedlungsstraße / Nahe der Schulstraße / An der Grenze zu Flur 2 / Dorfstraße 03130 Tschernitz","32.000,00",Verkauft,"18.000,00",D21-03-068
5,Ortsnahes Acker- und Grünland Roitzer Straße 03130 Spremberg/NL,"13.000,00",Verkauft,"3.000,00",D21-03-069
6,"9,4 ha Ackerland, Forsten, Holzungen, Wasserflächen, Ödland 04924 Bad Liebenwerda OT Lausitz und","70.000,00",Verkauft,"29.000,00",D21-03-071
7,vertragsfreies Grundstück in Waldgebiet Am Karpfenteich 15754 Heidesee,"180.000,00",Verkauft,"75.000,00",D21-03-073
8,Grundstück mit Bungalow Friedenstraße 38 12529 Schönefeld,"45.000,00",Verkauft,"45.000,00",D21-03-074
9,Grundstück nahe einer Wohnsiedlung Rügener Straße 14612 Falkensee,"15.000,00",Verkauft,"5.000,00",D21-03-075
10,vermietetes Wohnhaus und Kleingartenflächen Berliner Straße 115 14641 Nauen,"160.000,00",Verkauft,"35.000,00",D21-03-076
11,Aneignungsrecht an einem Stellplatz Luisensteig 16562 Hohen Neuendorf,"4.000,00",Verkauft,"2.500,00",D21-03-078
12,Grundstück mit Imbiss im Industriepark Ziesar Am Seehagen rechts neben Haus-Nr. 7 14793 Ziesar,"23.500,00",Verkauft,"2.000,00",D21-03-080
13,"Baugrundstück am ""Mielenzhafen"" Karl-Marx-Straße 15890 Eisenhüttenstadt","82.000,00",Verkauft,"19.000,00",D21-03-081
14,"Bauernhaus und Scheune in der Uckermark Dorfstraße 27, 29 17337 Uckerland","59.000,00",Verkauft,"35.000,00",D21-03-082
15,Ehemaliges Schulungsgebäude Bahnhofsweg 4 15328 Küstrin-Kietz,"20.500,00",Verkauft,"5.000,00",D21-03-083
16,Unbebautes Grundstück neben einem kleinen See Pritzwalker Straße Giesensdorf (K 7013) 16928 Pritzwalk,"2.500,00",Verkauft,"2.000,00",D21-03-084
17,Wasserturm Eisenbahnstraße 17268 Templin,"110.000,00",Verkauft,"5.000,00",D21-03-085
18,Vermietete Eigentumswohnung Nr. 2 Wiener Straße 52 10199 Berlin-Kreuzberg,"125.000,00",Verkauft,"125.000,00",D21-02-001
19,bezugsfreie Eigentumswohnung am Spreeufer Stralauer Allee 5 10245 Berlin-Friedrichshain,"461.000,00",Verkauft,"395.000,00",D21-02-002
,info,sold_at,status,limit_price,nr
0,Vermietete Eigentumswohnung mit Blick ins Grüne Schönwalder Straße 67/68 13585 Berlin,"135.000,00",Verkauft,"135.000,00",D21-02-005
1,Gewerbeobjekt (ehem. Ärztehaus) Wendenschloßstraße 154 12557 Berlin-Köpenick,"1.245.000,00",Verkauft,"875.000,00",D21-02-006
2,Gartenanlage (Wochenendgrundstücke) Hirseländerweg 175 12559 Berlin,"2.500.000,00",Verkauft,"2.200.000,00",D21-02-007
3,Voll vermietetes Wohn-/Geschäftshaus Edisonstraße 44 12459 Berlin Treptow-Köpenick,"3.300.000,00",Verkauft,"3.300.000,00",D21-02-008
4,"Vollunterkellertes, modernisiertes Einfamilienhaus Rohrweihstraße 5d 13505 Berlin-Reinickendorf","600.000,00",Verkauft,"550.000,00",D21-02-009
5,Landwirtschaftsfläche/ Weide Stiins Meri 25980 Sylt,"86.000,00",Verkauft,"75.500,00",D21-02-011
6,Heidefläche mit Bodendenkmal Nösistig 25980 Sylt,"37.500,00",Verkauft,"6.000,00",D21-02-012
7,Landwirtschaftsfläche nach dem Nössedeich Katrevel 25980 Sylt,"195.000,00",Verkauft,"195.000,00",D21-02-013
8,Grundstück mit Altbebauung am Zentrumsrand - Lückenschließung möglich Pohlstraße 10 18356 Barth,"50.000,00",Verkauft,"19.000,00",D21-02-014
9,Denkmalgeschützter Wasserturm in Klinkerbauweise Friedrich-List-Straße 19230 Hagenow,"158.000,00",Verkauft,"10.000,00",D21-02-015
10,Entwicklungsobjekt mit Produktionsgebäude und Nebengebäuden Stoltenhäger Straße 13 18507 Grimmen,"72.000,00",Verkauft,"29.000,00",D21-02-017
11,Gewerbeobjekt Burscheider Straße 51381 Leverkusen,"37.500,00",Verkauft,"37.500,00",D21-02-018
12,Wohn- und Geschäftshaus Mittelstraße 20 32689 Kalletal,"143.000,00",Verkauft,"99.000,00",D21-02-019
13,Vermietete Dachgeschoss-Eigentumswohnung im LK Dillingen a. d. Donau Lessingstraße 8 89420 Höchstädt a.d. Donau,"55.000,00",Verkauft,"35.000,00",D21-02-021
14,"Überwiegend vermietetes Mehrfamilienhaus Straße des Friedens 22, 24, 26 06484 Welterbestadt Quedlinburg","720.000,00",Verkauft,"599.000,00",D21-02-022
15,"Überwiegend vermietetes Mehrfamilienhaus Straße des Friedens 28, 30, 32 06484 Welterbestadt Quedlinburg","760.000,00",Verkauft,"649.000,00",D21-02-023
