,info,sold_at,status,limit_price,nr
7,denkmalgeschütztes Einfamilienhaus in ruhiger Zentrumslage Voigtsstraße 4 06712 Zeitz,"6.500,00",Verkauft,"500,00",S20-04-064
8,Wohn- und Geschäftshaus (bei Leipzig) Großgörschener Straße 15 06686 Lützen,"122.000,00",Verkauft,"75.000,00",S20-04-065
9,"teilweise vermietetes Wohn- und Geschäftshaus unweit des Domes Marienstraße 5, 6, 7 06618 Naumburg (Saale)","295.000,00",Nachverkauft,"295.000,00",S20-04-066
10,Wohn- und Geschäftshaus in zentraler Lage Rote Gasse 1 06721 Osterfeld,"11.000,00",Verkauft,"5.000,00",S20-04-067
11,Wohn- und Geschäftshaus in zentraler Lage Rote Gasse 17 06721 Osterfeld,"20.000,00",Verkauft,"9.000,00",S20-04-068
12,Zweifamilienhaus in ruhiger Lage Im Winkel 16 06721 Osterfeld,"21.000,00",Verkauft,"15.000,00",S20-04-069
13,Einfamilienhaus bei Rochlitz Obere Dorfstr. 12 09306 Königsfeld b. Rochlitz,"38.000,00",Verkauft,"29.000,00",S20-04-070
14,tlw. vermieteter Neubau bei Leipzig Am Markt 1 04567 Kitzscher,"700.000,00",Verkauft,"700.000,00",S20-04-071
15,denkmalgeschützte Paltrockwindmühle in Alleinlage Mühlenstraße 6 06268 Querfurt,"17.000,00",Verkauft,"15.000,00",S20-04-074
16,ehemaliges Bahngebäude Bahnhofstraße 8 06279 Schraplau,"9.000,00",Verkauft,"1.000,00",S20-04-075
17,Denkmalgeschützte Villa Zwick 20 98574 Schmalkalden,"72.000,00",Verkauft,"49.000,00",S20-04-077
18,Wohn- und Geschäftshaus zwischen Schloss und Markt Karl-Liebknecht-Straße 1 07607 Eisenberg,"29.000,00",Verkauft,"29.000,00",S20-04-079
19,Wohn- und Geschäftshaus in historischer Altstadt Hauptstraße 21 07338 Leutenberg,"19.000,00",Verkauft,"19.000,00",S20-04-080
,info,sold_at,status,limit_price,nr
0,Zweifamilienhaus im Ortszentrum Karl-Marx-Straße 2 98744 Schwarzatal,"21.000,00",Verkauft,"6.000,00",S20-04-081
1,denkmalgeschütztes Wohn- und Gewerbeobjekt mit Nebengelass Brunnenstraße 14 99834 Gerstungen,"7.000,00",Verkauft,"5.000,00",S20-04-082
2,"1,2 ha Waldfläche Flurstück 119 07907 Schleiz","7.000,00",Verkauft,"1.000,00",S20-04-083
3,"1 ha Waldfläche Flurstücke 26, 112 07343 Wurzbach","5.000,00",Verkauft,"1.500,00",S20-04-084
4,"Waldflächen Flurstücke 602/5, 604/1 07343 Wurzbach","5.000,00",Verkauft,"1.000,00",S20-04-085
5,"2,2 ha Waldfläche Flurstraße, Flurstücke 192/3, 194/3 07586 Kraftsdorf","22.500,00",Verkauft,"4.000,00",S20-04-086
6,"1,9 ha Waldfläche Flurstück 296 07926 Gefell","24.500,00",Verkauft,"2.000,00",S20-04-087
7,"3,5 ha Waldfläche und Kleingärten Flurstücke 30/1, 153/3 07973 Greiz","19.000,00",Verkauft,"4.000,00",S20-04-088
8,"Grundstück mit ehem. Gemeinschaftsantennenanlage Flurstücke 236/3, 236/4 98693 Martinroda","14.500,00",Verkauft,"2.500,00",S20-04-090
9,"verpachtetes Erholungs- und Gartengrundstück Schleusinger Straße, Flurstück 50/1 98694 Ilmenau","15.000,00",Verkauft,"1.000,00",S20-04-091
10,Landwirtschaftsfläche mit Baumbestand Hageneck 96365 Nordhalben,"3.000,00",Verkauft,"500,00",S20-04-092
11,attraktives Mehrfamilienhaus im Villenstil mit großem Grundstück und Stellplätzen Poststraße 22 09385 Lugau,"410.000,00",Verkauft,"410.000,00",S20-03-002
12,ehemaliges Ferienheim/Hotel Waldweg 1 09488 Thermalbad Wiesenbad,"38.000,00",Verkauft,"9.000,00",S20-03-003
13,unbebautes Grundstück (Teilfläche) Herolder Straße 09419 Thum,"3.000,00",Nachverkauft,"3.000,00",S20-03-004
14,teilsaniertes Wohnhaus An der Binge 12 09548 Kurort Seiffen,"19.500,00",Verkauft,"18.000,00",S20-03-006
15,Vermietetes Mehrfamilienhaus August-Bebel-Straße 77 08344 Grünhain-Beierfeld,"114.000,00",Verkauft,"95.000,00",S20-03-007
16,Einfamilienhaus im Grünen Dorfstraße 1 08626 Adorf,"14.000,00",Verkauft,"8.000,00",S20-03-009
17,Straßenrandflächen Waldkirchener Straße 09405 Gornau,"1.050,00",Verkauft,"1.000,00",S20-03-010
18,ehem. Bahnobjekt mit Güterschuppen Bahnhofstraße 08223 Grünbach im Vogtland,"21.500,00",Verkauft,"2.000,00",S20-03-011
19,bezugsfreie Eigentumswohnung Nr. 7/3 Richard-Hofmann-Straße 7 08523 Plauen,"16.500,00",Verkauft,"11.000,00",S20-03-012
,info,sold_at,status,limit_price,nr
0,Zwei Mehrfamilienhäuser mit Potenzial Hauptstraße 4 und Markt 10 07919 Pausa-Mühltroff,"23.000,00",Verkauft,"13.000,00",S20-03-013
1,Teileigentum Nr. 25 eine ehemalige Praxis Schloßstraße 1 B 08248 Klingenthal,"60.000,00",Nachverkauft,"59.000,00",S20-03-014
2,bezugsfreie Eigentumswohnung Nr. 5 Sorgaer Straße 9 08209 Auerbach,"13.500,00",Nachverkauft,"13.500,00",S20-03-015
3,Mehrfamilienhaus in ruhiger Lage Finkenburgstraße 19 08606 Oelsnitz/Vogtl.,"12.500,00",Verkauft,"7.000,00",S20-03-016
4,Mehrfamilienhaus Finkenburgstraße 21 08606 Oelsnitz/Vogtl.,"12.000,00",Verkauft,"9.000,00",S20-03-017
5,überwiegend vermietetes Mehrfamilienhaus in guter Wohnlage Anton-Erhardt-Straße 3 09117 Chemnitz,"460.000,00",Verkauft,"425.000,00",S20-03-019
6,attraktives Wohn- und Geschäftshaus als Eckhaus mit 9 Wohnungen und 2 Gewerbeeinheiten Friedrich-Naumann-Straße 8 09131 Chemnitz,"600.000,00",Verkauft,"550.000,00",S20-03-020
7,attraktives Mehrfamilienhaus mit 14 Wohnungen Paul-Gruner-Straße 4 09120 Chemnitz,"685.000,00",Verkauft,"685.000,00",S20-03-021
8,Wohn- und Geschäftshaus mit Werkstatt und Halle im Hinterhaus Straßburger Straße 20 09120 Chemnitz,"250.000,00",Verkauft,"249.000,00",S20-03-022
9,attraktives Mehrfamilienhaus Dammstraße 22 09599 Freiberg,"250.000,00",Verkauft,"250.000,00",S20-03-024
10,Mehrfamilienhaus in attraktiver Lage von Meißen Wilsdruffer Straße 2 01662 Meißen,"250.000,00",Verkauft,"250.000,00",S20-03-025
11,Landsitz Schloss Wettinhöhe Auerweg 2 01445 Radebeul,"3.500.000,00",Verkauft,"3.500.000,00",S20-03-026
12,bezugsfreies Teileigentum Nr. 2 Bramschstraße 2 01159 Dresden,"157.000,00",Verkauft,"149.000,00",S20-03-027
13,ehem. Bahnwärterhaus und Bungalow Nr. 120 01109 Dresden,"18.000,00",Verkauft,"10.000,00",S20-03-028
14,"gut vermietetes Wohn- und Gewerbegrundstück Halsbacher Weg 3, 12, 14, 16a-16c 09627 Hilbersdorf-Bobritzsch","450.000,00",Verkauft,"450.000,00",S20-03-030
15,teilweise vermietetes Mehrfamilienhaus Niedersaidaer Straße 4 09618 Großhartmannsdorf,"14.500,00",Verkauft,"9.000,00",S20-03-031
16,Wohn- und Geschäftshaus Sofienplatz 9 09306 Rochlitz,"25.000,00",Verkauft,"15.000,00",S20-03-032
17,"herrenloser Kleingarten in der Kleingartenanlage ""Erholung"" e.V. Nähe Müdisdorfer Weg 09619 Mulda/Sachsen","2.400,00",Verkauft,"800,00",S20-03-033
18,"ehemaliges Gartengrundstück und Holzungsfläche hinter Bungalowsiedlung, Flurstück 327/10 04741 Roßwein","6.000,00",Verkauft,"1.000,00",S20-03-034
19,"Grundstück mit Garten und (Bade-)Teich Teichstraße, Flurstück 176a 09306 Seelitz","3.000,00",Verkauft,"1.000,00",S20-03-035
,info,sold_at,status,limit_price,nr
0,Mehrfamilienhaus Friedrichstraße 1 04720 Döbeln,"183.000,00",Verkauft,"95.000,00",S20-03-036
1,Zentrumsnahes Geschäftshaus Ottengrüner Straße 4 95233 Helmbrechts,"20.000,00",Verkauft,"8.000,00",S20-03-037
2,"Gewerbeobjekt ""ehemalige Ölmühle "" in der Nähe des Tharandter Waldes Dresdner Straße 44b 01774 Klingenberg","19.000,00",Verkauft,"12.000,00",S20-03-038
3,Waldfläche Nahe Nordstraße 01705 Freital,"3.500,00",Verkauft,"2.000,00",S20-03-039
4,"Forstflächen Wilsdruffer Straße, Flurstücke 226/2, 226/4, 226/6 und Kesselsdorfer Straße, Flurstück 131 01750 Freital","8.500,00",Verkauft,"1.000,00",S20-03-040
5,"Waldfläche Flurstücke 288, 326/1 01744 Dippoldiswalde","5.000,00",Verkauft,"1.000,00",S20-03-041
6,"Waldfläche Mückenhainer Straße, Flurstück 355 02923 Horka","4.000,00",Verkauft,"1.000,00",S20-03-042
7,"Waldflächen Flurstücke 60/1, 27, 223/1 02906 Quitzdorf am See","16.000,00",Verkauft,"4.000,00",S20-03-043
8,attraktives Mehrfamilienhaus Komturstraße 17 02763 Zittau,"7.000,00",Nachverkauft,"10.000,00",S20-03-044
9,sanierungsbedürftiges Mehrfamilienhaus Eisenbahnstraße 33 02763 Zittau,"10.000,00",Nachverkauft,"10.000,00",S20-03-045
10,Sanierungsobjekt ehemaliges Herrenhaus Zur Wasserburg 11 02692 Doberschau-Gaußig,"20.000,00",Verkauft,"7.500,00",S20-03-046
11,Grünland Großerkmannsdorfer Straße 01477 Arnsdorf,"6.000,00",Verkauft,"2.200,00",S20-03-047
12,vermietetes Mehrfamilienhaus Vater-Jahn-Straße 44 b 06712 Zeitz,"140.000,00",Verkauft,"95.000,00",S20-03-048
13,denkmalgeschütztes Mehrfamilienhaus Vater-Jahn-Straße 44 06712 Zeitz,"184.000,00",Verkauft,"115.000,00",S20-03-049
14,denkmalgeschütztes Wohn- und Geschäftshaus Wendische Straße 32 06712 Zeitz,"312.000,00",Verkauft,"149.000,00",S20-03-050
15,bezugsfreie Eigentumswohnung Nr. 3 Altmarkt 20 06712 Zeitz,"40.000,00",Verkauft,"18.000,00",S20-03-051
16,vermietete Eigentumswohnung Nr. 1 Schädestraße 3 i 06712 Zeitz,"12.500,00",Verkauft,"8.000,00",S20-03-052
17,vermietete Eigentumswohnung Nr. 5 Lange Straße 8 a 04617 Starkenberg,"14.000,00",Verkauft,"8.000,00",S20-03-053
18,bezugsfreie Eigentumswohnung Nr. 35 Lange Straße 3 b 04617 Starkenberg,"17.000,00",Verkauft,"8.000,00",S20-03-054
19,Waldgrundstück Zetzschaer Straße 04617 Rositz,"12.500,00",Verkauft,"5.000,00",S20-03-055
,info,sold_at,status,limit_price,nr
0,"Waldflächen mit Erholungsflächen Reinsdorfer Straße, Flurstücke 1854/1, 1855/1 08066 Zwickau","20.500,00",Verkauft,"5.000,00",S20-03-056
1,"unbebautes Grundstück Zschirlaer Waldstraße, Flurstück 137/1 04680 Colditz","4.000,00",Verkauft,"1.000,00",S20-03-057
2,Vollvermietetes Mehrfamilienhaus Kirchberger Straße 74 08112 Wilkau-Haßlau,"104.000,00",Verkauft,"95.000,00",S20-03-058
3,attraktives Mehrfamilienhaus Kirchberger Straße 54 08112 Wilkau-Haßlau,"99.000,00",Verkauft,"99.000,00",S20-03-059
4,unbebautes Grundstück 04758 Liebschützberg,"22.000,00",Verkauft,"5.000,00",S20-03-060
5,Einfamilienhaus in ruhiger Wohnlage Am Park 7 09350 Lichtenstein/Sachsen,"18.000,00",Verkauft,"5.000,00",S20-03-061
6,Mehrfamilienhaus im Zentrum von Leisnig Chemnitzer Straße 29 04703 Leisnig,"15.000,00",Verkauft,"15.000,00",S20-03-062
7,Gewerbeobjekt Am langen Rain 12 04758 Oschatz,"86.000,00",Verkauft,"49.000,00",S20-03-063
8,Mehrfamilienhaus Platz der Jugend 2 04758 Oschatz,"28.000,00",Verkauft,"19.000,00",S20-03-064
9,Garten und Holzungsfläche Schmiedestraße 04519 Rackwitz,"11.000,00",Verkauft,"3.000,00",S20-03-065
10,vermietetes Gewerbeobjekt Am Bahnhof 5 04654 Frohburg,"194.000,00",Verkauft,"150.000,00",S20-03-066
11,Waldfläche und Erholungsgrundstücke Koburger Straße 04416 Markkleeberg,"310.000,00",Verkauft,"15.000,00",S20-03-067
12,Grundstück Stralsunder Straße 04357 Leipzig,"70.000,00",Verkauft,"29.000,00",S20-03-068
13,Baugrundstück Theodor-Heuss-Straße 04328 Leipzig,"1.270.000,00",Verkauft,"230.000,00",S20-03-069
14,bezugsfreie ETW mit Terrasse Nieritzstraße 9 c 04289 Leipzig,"126.000,00",Verkauft,"117.000,00",S20-03-070
15,bezugsfreies EFH in Leipzig Rückmarsdorf An der Vogelweide 26 04178 Leipzig,"51.000,00",Verkauft,"50.000,00",S20-03-071
16,Wohn- und Geschäftshaus Hornhäuser Straße 71 39387 Oschersleben (Bode),"20.500,00",Verkauft,"1.000,00",S20-03-074
17,Gaststätte Teichstraße 2 06542 Allstedt,"88.000,00",Verkauft,"30.000,00",S20-03-075
18,Mehrfamilienhaus Alslebener Straße 46 06420 Könnern,"18.000,00",Verkauft,"7.000,00",S20-03-076
19,ehemaliges Krankenhaus Lukoer Straße 2 06862 Dessau-Roßlau,"230.000,00",Nachverkauft,"225.000,00",S20-03-077
,info,sold_at,status,limit_price,nr
0,ehemaliges Bettenhaus Lukoer Straße 2 A 06862 Dessau-Roßlau,"88.000,00",Verkauft,"85.000,00",S20-03-078
1,Überwiegend vermietetes Mehrfamilienhaus Ernst-Thälmann-Straße 1 07927 Hirschberg,"124.000,00",Verkauft,"99.000,00",S20-03-079
2,Villa - ehemaliges Verwaltungsgebäude Meininger Straße 42 98544 Zella-Mehlis,"60.000,00",Verkauft,"59.000,00",S20-03-080
3,ehemaliger Zivilschutzbunker Gaberndorfer Höhe 99428 Weimar,"12.000,00",Verkauft,"500,00",S20-03-081
4,ehemaliger Zivilschutzbunker Auf dem Obergehädrich 99428 Weimar,"6.500,00",Verkauft,"500,00",S20-03-082
5,Mehrfamilienhaus mit Nebengebäude Plauensche Straße 56 07973 Greiz,"19.000,00",Verkauft,"19.000,00",S20-03-083
6,"Baugrundstück Schönfelder Straße, Flurstück 733 07973 Greiz","10.000,00",Verkauft,"3.000,00",S20-03-084
7,Baugrundstück im Herzen von Greiz Parkgasse 19 07973 Greiz,"16.500,00",Verkauft,"2.000,00",S20-03-085
8,"unbebaute Grundstücke Flurstücke 521, 523, 536/1, 536/2, 536/3 99428 Grammetal","13.000,00",Verkauft,"5.000,00",S20-03-086
9,Grundstück Dr.-Leidenfrost-Straße 4a 99625 Kölleda,"6.500,00",Verkauft,"3.000,00",S20-03-087
10,"Waldflächen An der Lohmühle, Flurstücke 49, 50/39, 50/42 99887 Georgenthal","4.000,00",Verkauft,"1.000,00",S20-03-088
11,"Wiesen- und Waldfläche Flurstücke 1018/2, 1807/2, 2826/2 07318 Saalfeld","9.000,00",Verkauft,"2.500,00",S20-03-089
12,"Waldgrundstück Die Görlitzke, Flurstück 751 07407 Uhlstädt-Kirchhasel","16.000,00",Nachverkauft,"16.000,00",S20-03-090
13,"Waldflächen Flurstücke 170/3, 178/1 07349 Lehesten","5.000,00",Verkauft,"2.500,00",S20-03-091
14,ehem. Bahnobjekt mit Güterschuppen Am Bahnhof 11 99330 Geratal,"70.000,00",Verkauft,"7.000,00",S20-03-092
15,ehem. Bahnobjekt mit Güterschuppen Alte Bahnhofstraße 06449 Aschersleben,"9.000,00",Verkauft,"1.000,00",S20-03-093
16,ehem. Bahnobjekt Am Bahnhof 39646 Oebisfelde-Weferlingen,"65.500,00",Verkauft,"3.000,00",S20-03-094
17,ehem. Bahnobjekt Am Bahnhof 6 39646 Oebisfelde-Weferlingen,"55.500,00",Verkauft,"1.000,00",S20-03-095
18,ehem. Bahnobjekt Wolmirshorster Straße 39646 Oebisfelde-Weferlingen,"36.000,00",Verkauft,"1.800,00",S20-03-096
,info,sold_at,status,limit_price,nr
0,Ehem. Bahnhofsgebäude mit Güterhalle Bahnhofstraße 9 57339 Erndtebrück,"70.000,00",Verkauft,"29.000,00",W21-04-001
1,"Grundstück Nahe Nailastraße, Ludwig-Linsert-Straße, Flurstücke 544 und 544/1 81737 München","167.000,00",Verkauft,"5.000,00",W21-04-002
2,"Grundstück Nahe Waldstraße, Flurstück 697 85232 Bergkirchen","98.000,00",Verkauft,"45.000,00",W21-04-003
3,Mehrfamilienhaus Malberger Straße 4 und 4a 54655 Kyllburg,"219.000,00",Verkauft,"219.000,00",W21-04-004
4,"Grundstück Nahe Roter Weg, Flurstücke 356/5, 356/6, 356/8 und 356/9 69917 Wallhalben","6.000,00",Verkauft,"3.500,00",W21-04-005
5,"Grundstück Nahe Roter Weg, Flurstück 262 69917 Wallhalben","3.000,00",Verkauft,"1.000,00",W21-04-006
6,"Grundstück Nahe Roter Weg, Flurstück 217, 218 und 219 69917 Wallhalben","2.000,00",Verkauft,"1.500,00",W21-04-007
7,Hochbunker Grullbadstraße 75 45661 Recklinghausen,"249.000,00",Verkauft,"49.000,00",W21-04-008
8,Einfamilienhaus Rathausstraße 8 56379 Hömberg,"40.000,00",Verkauft,"40.000,00",W21-04-010
9,Einfamilienhaus Am Töpfer 24 37235 Hessisch Lichtenau,"93.000,00",Verkauft,"19.000,00",W21-04-014
10,"Unbebautes Grundstück Kalmereckstraße 22c, Flurstück 281/4 66957 Eppenbrunn","18.000,00",Verkauft,"9.500,00",W21-04-016
11,"Unbebautes Grundstück Kalmereckstraße 22d, Flurstück 281/5 66957 Eppenbrunn","19.000,00",Verkauft,"9.500,00",W21-04-017
12,"Unbebautes Grundstück Kalmereckstraße 22e, Flurstück 281/6 66957 Eppenbrunn","18.000,00",Verkauft,"9.500,00",W21-04-018
13,Einfamilienhaus Am Felsenkeller 1 66564 Ottweiler,"37.000,00",Verkauft,"5.000,00",W21-04-019
14,"Grundstück Nahe L 169, Flur 24, Flurstücke 13/3 und 15/4 55774 Baumholder","31.000,00",Verkauft,"14.000,00",W21-04-020
15,"Unbebautes Grundstück Langobardenstraße, Flur 77, Flurstück 51, Flur 78, Flurstück 100 42277 Wuppertal","204.000,00",Verkauft,"40.000,00",W21-04-022
16,"Grundstück Nahe Hasenberg (lt. GB Kottelbach), Flurstücke 2195/17 und 2195/18 67705 Trippstadt","1.000,00",Verkauft,"1.000,00",W21-04-023
17,Wohn- und Geschäftshaus Hinter der Schmiede 2 38387 Söllingen,"90.000,00",Verkauft,"79.000,00",W21-04-024
18,"Grundstück mit ehem. Stellwerk Gemener Straße, Flur 19, Flurstück 173 46286 Dorsten","77.000,00",Verkauft,"7.500,00",W21-03-001
19,Einfamilienhaus mit Garage Ulsbachstraße 5 54636 Schleid (bei Bitburg),"11.000,00",Verkauft,"10.000,00",W21-03-002
,info,sold_at,status,limit_price,nr
0,"Unbebautes Grundstück Engelbertstraße, Flur 53, Flurstück 439 45892 Gelsenkirchen","1.010.000,00",Verkauft,"795.000,00",W21-03-003
1,"Grundstück Spielkaulenweg, Flur 26, Flurstück 339 41063 Mönchengladbach","295.000,00",Verkauft,"295.000,00",W21-03-004
2,Einfamilienhaus Pielstraße 14 56154 Boppard,"270.000,00",Verkauft,"195.000,00",W21-03-006
3,ehemaliges Kloster Rheinuferstraße 14 56341 Kamp-Bornhofen,"72.000,00",Verkauft,"45.000,00",W21-03-007
4,"unbebautes Grundstück Feldstraße, Flurstück 59 66706 Perl","22.000,00",Verkauft,"5.000,00",W21-03-008
5,"Grundstück Bexbacher Straße, Flur 13, Flurstück 3157/9 66424 Homburg","34.500,00",Verkauft,"3.000,00",W21-03-009
6,Gewerbeobjekt 47259 Duisburg,"1.070.000,00",Verkauft,"795.000,00",W21-03-012
7,Wohn- und Geschäftshaus Friedrichsplatz 4/ Homberger Straße 2 47119 Duisburg,"1.595.000,00",Verkauft,"1.595.000,00",W21-03-013
8,Wohn- und Geschäftshaus Uettelsheimer Weg 72/ Halenerstraße 50 47198 Duisburg,"1.395.000,00",Verkauft,"1.395.000,00",W21-03-014
9,ETW Nr. 37 und Stellplatz Nr. 49 Kemnader Straße 243 44797 Bochum,"55.000,00",Verkauft,"55.000,00",W21-03-016
10,ehem. Landgasthof Rieheweg 1 32469 Petershagen (Weser),"287.000,00",Verkauft,"250.000,00",W21-03-020
11,"Grundstück Hochstraße, Flur 58, Flurstück 70 58455 Witten","4.500,00",Verkauft,"1.000,00",W21-03-022
12,"Grundstück Tuttmannstraße, Flur 21, Flurstück 112 45141 Essen","50.000,00",Verkauft,"50.000,00",W21-03-023
13,"Grundstück Am Bocklerbaum, Flur 19, Flurstück 235 45307 Essen","52.000,00",Verkauft,"39.000,00",W21-03-024
14,"Grundstück Totilastraße/ Rahmer Straße, Flur 3, Flurstücke 1056, 1059, 1060, 1077, 1078, 1080 und 1081 44369 Dortmund","192.000,00",Verkauft,"95.000,00",W21-03-026
15,"Grundstück Ahrstraße/ Meerbergstraße, Flur 5, Flurstück 569 47139 Duisburg","110.000,00",Verkauft,"55.000,00",W21-03-028
16,Mehrfamilienhaus Döppelhahn 3 45276 Essen,"235.000,00",Verkauft,"130.000,00",W21-02-001
17,Tiefgaragenstellplatz Peenemünderstraße 64 40595 Düsseldorf,"7.500,00",Verkauft,"6.000,00",W21-02-002
18,"Grundstück Hofstraße, Flur 302, Flurstück 36/17 42283 Wuppertal","61.000,00",Verkauft,"7.500,00",W21-02-007
19,"Grundstück Bövinghauser Straße, Gemarkung Bövinghausen, Flur 2, Flurstücke 778 und 783, Gemarkung Merklinde, Flur 7, Flurstück 456 44388 Dortmund","220.000,00",Verkauft,"120.000,00",W21-02-008
,info,sold_at,status,limit_price,nr
0,Wohn- und Geschäftshaus Kaiserstraße 45 47229 Duisburg,"800.000,00",Verkauft,"800.000,00",W21-02-009
1,Wohn- und Geschäftshaus Kometenplatz 58-62/Dr.-Hans-Böckler-Straße 10 47179 Duisburg,"2.100.000,00",Verkauft,"2.100.000,00",W21-02-012
2,Fachwerkhaus Kurze Straße 6 37154 Northeim,"23.000,00",Verkauft,"16.000,00",W21-02-017
3,Ehem. Rhein-Hotel Rheinuferstraße 1 56154 Boppard,"405.000,00",Verkauft,"250.000,00",W21-02-018
4,"3 Mehrfamilienhäuser Provinzialstraße 40, 42, 42a 66126 Saarbrücken","782.000,00",Verkauft,"775.000,00",W21-02-019
5,"Grundstück Nahe im Sief, Flur 7, Flurstück 58 52152 Simmerath","17.000,00",Verkauft,"15.000,00",W21-02-020
6,"Grundstück Nahe im Sief, Flur 5, Flurstück 49 52152 Simmerath","10.000,00",Verkauft,"6.000,00",W21-02-021
7,"Grundstück Nahe im Sief, Flur 3, Flurstück 44 52152 Simmerath","7.000,00",Verkauft,"4.500,00",W21-02-022
8,"Grundstück Nahe im Sief, Flur 13, Flurstück 14 52152 Simmerath","7.500,00",Verkauft,"4.500,00",W21-02-023
9,Freizeitheim Idarwaldstraße 16 54497 Morbach (Hunsrück),"299.000,00",Verkauft,"299.000,00",W21-02-024
10,"Grundstück Nahe Malmedyer Straße, Flur 21, Flurstück 268 52156 Monschau","3.000,00",Verkauft,"1.000,00",W21-02-026
11,Mehrfamilienhaus Malberger Straße 4 und 4a 54655 Kyllburg,"278.000,00",Verkauft,"219.000,00",W21-02-027
12,"Gewerbeeinheit Nr. 1, 2 und 3 Altmarkt 1, GE Nr. 1, 2 und 3 46045 Oberhausen","850.000,00",Verkauft,"850.000,00",W21-02-028
13,Einfamilienhaus Am Töpfer 18 37235 Hessisch Lichtenau,"68.000,00",Verkauft,"19.000,00",W21-02-029
14,Wohnhaus mit Anbauten und zwei Garagen Drei Eichen 6 37235 Hessisch Lichtenau,"76.000,00",Verkauft,"19.000,00",W21-02-030
15,Ehemaliges Kurhaus Hildesheimer Straße 6 a 37581 Bad Gandersheim,"500.000,00",Verkauft,"265.000,00",W21-02-031
16,Mehrfamilienhaus mit Hofgebäude und Grundstück Vereinsstraße 19/ Thüringer Straße 1 44793 Bochum,"668.000,00",Verkauft,"580.000,00",W21-02-032
17,"Grundstück Nahe Denisweg, Flur 1, Flurstück 70 65933 Frankfurt","102.000,00",Verkauft,"16.500,00",W21-01-001
18,"Grundstück Nahe Denisweg, Flur 1, Flurstück 69 65933 Frankfurt","98.000,00",Verkauft,"13.500,00",W21-01-002
19,"Grundstück Nahe L228, Markusstraße, Flur 1, Flurstücke 13 und 14 52441 Linnich","33.000,00",Verkauft,"8.500,00",W21-01-004
,info,sold_at,status,limit_price,nr
0,"Unbebautes Grundstück Homburger Straße, Flurstück 1376 66869 Kusel","12.500,00",Verkauft,"12.500,00",W21-01-005
1,Wohn- und Geschäftshaus Neuer Markt 2 37586 Dassel (Solling),"55.000,00",Verkauft,"55.000,00",W21-01-007
2,Wohn- und Geschäftshaus Dorfstraße 33 47239 Duisburg,"590.000,00",Verkauft,"590.000,00",W21-01-008
3,Wohn- und Geschäftshaus Am Rahmer Bach 27 47269 Duisburg,"465.000,00",Verkauft,"395.000,00",W21-01-010
4,Wohn- und Geschäftshaus Münchener Straße 62 / Bregenzer Straße 3 47249 Duisburg,"1.400.000,00",Verkauft,"1.400.000,00",W21-01-011
5,Wohn- und Geschäftshaus Angertaler Straße 20-22 47249 Duisburg,"1.270.000,00",Verkauft,"1.100.000,00",W21-01-012
6,Gewerbeobjekt Wedauer Straße 325 47279 Duisburg,"390.000,00",Verkauft,"390.000,00",W21-01-013
7,"Unbebautes Grundstück Orffweg, Flur 207, Flurstück 138 42289 Wuppertal","492.000,00",Verkauft,"345.000,00",W21-01-018
8,"Grundstück Nahe Brunnenstraße, Flur 24, Flurstück 20 52152 Simmerath","10.500,00",Verkauft,"10.500,00",W21-01-019
9,"Grundstück Nahe Südstraße, Flur 21, Flurstück 32 52152 Simmerath","12.000,00",Verkauft,"12.000,00",W21-01-020
10,"Grundstück Nahe Rurbergerstraße, Flur 7, Flurstück 49 52152 Simmerath","13.000,00",Verkauft,"13.000,00",W21-01-021
11,Fachwerkhaus Kurze Straße 6 37154 Northeim,"35.000,00",Verkauft,"20.000,00",W21-01-023
12,"unbebautes Grundstück Wittlicher Talweg, Flur 13, Flst. 31 54538 Kinderbeuern","70.000,00",Verkauft,"39.000,00",W21-01-025
13,TG-Stellplatz Nr. 55 Stüttgerhofweg/ Wiener Weg 50858 Köln,"11.000,00",Verkauft,"11.000,00",W21-01-026
14,2 Mehrfamilienhäuser Weserstraße 147/ Werftstraße 37 26382 Wilhelmshaven,"911.000,00",Verkauft,"595.000,00",W21-01-027
15,Mehrfamilienhaus mit Anbau Talweg 14 59872 Meschede,"68.000,00",Verkauft,"45.000,00",W21-01-028
16,Einfamilienhaus Am Töpfer 26 37235 Hessisch Lichtenau,"78.000,00",Verkauft,"15.000,00",W21-01-029
17,ehemaliges Büro- und Verwaltungsgebäude Delaware Avenue 21 66953 Pirmasens,"120.000,00",Verkauft,"120.000,00",W21-01-030
18,Supermarkt (Teileigentumseinheit Nr. 21) Pastor-Kollmann-Straße 1 66583 Spiesen-Elversberg,"465.000,00",Verkauft,"465.000,00",W21-01-031
19,"Waldgrundstück Hochstraße (Nahe Hochstraße 23b), Flur 07, Flurstücke 68/76, 68/78, 68/88, 68/80 und 91/1 66130 Saarbrücken","35.000,00",Verkauft,"8.500,00",W20-04-001
,info,sold_at,status,limit_price,nr
0,"Unbebautes Grundstück Worringstraße, Flur 5, Flurstück 279 45289 Essen","26.000,00",Verkauft,"7.500,00",W20-04-002
1,Einfamilienhaus Burgtorstraße 2 37627 Stadtoldendorf,"39.000,00",Verkauft,"39.000,00",W20-04-004
2,Eigentumswohnung Nr. 7 Grillostraße 125 45881 Gelsenkirchen,"26.500,00",Verkauft,"26.500,00",W20-04-006
